coduf,data,obitosNovos,totalVacinacoes,pessoasVacinadas,novasVacinacoes
AFG,2021-12-08,1,0,0,0
AFG,2021-12-09,2,0,0,0
AFG,2021-12-10,2,0,0,0
AFG,2021-12-11,3,0,0,0
AFG,2021-12-12,1,0,0,0
AFG,2021-12-13,3,0,0,0
AFG,2021-12-14,0,0,0,0
AFG,2021-12-15,1,0,0,0
AFG,2021-12-16,2,0,0,0
AFG,2021-12-17,1,0,0,0
AFG,2021-12-18,0,0,0,0
AFG,2021-12-19,1,0,0,0
AFG,2021-12-20,2,0,0,0
AFG,2021-12-21,0,0,0,0
AFG,2021-12-22,0,0,0,0
AFG,2021-12-23,6,0,0,0
AFG,2021-12-24,5,0,0,0
AFG,2021-12-25,2,0,0,0
AFG,2021-12-26,4,0,0,0
AFG,2021-12-27,2,4674518,4142857,0
AFG,2021-12-28,0,0,0,0
AFG,2021-12-29,1,0,0,0
AFG,2021-12-30,1,0,0,0
AFG,2021-12-31,0,0,0,0
AFG,2022-01-01,0,0,0,0
AFG,2022-01-02,0,0,0,0
AFG,2022-01-03,5,0,0,0
AFG,2022-01-04,3,0,0,0
AFG,2022-01-05,2,0,0,0
AFG,2022-01-06,1,0,0,0
AFG,2022-01-07,1,0,0,0
AFG,2022-01-08,0,0,0,0
AFG,2022-01-09,1,4903368,4358570,0
AFG,2022-01-10,4,0,0,0
AFG,2022-01-11,0,4925111,4378818,0
AFG,2022-01-12,1,0,0,0
AFG,2022-01-13,2,4954809,4405897,0
AFG,2022-01-14,0,0,0,0
AFG,2022-01-15,0,0,0,0
AFG,2022-01-16,2,0,0,0
AFG,2022-01-17,1,4985047,4432926,0
AFG,2022-01-18,2,0,0,0
AFG,2022-01-19,2,5004050,4450211,0
AFG,2022-01-20,3,0,0,0
AFG,2022-01-21,0,0,0,0
AFG,2022-01-22,0,0,0,0
AFG,2022-01-23,4,0,0,0
AFG,2022-01-24,3,5046054,4486527,0
AFG,2022-01-25,0,0,0,0
AFG,2022-01-26,4,5074196,4511372,0
AFG,2022-01-27,4,5081064,4517380,6868
AFG,2022-01-28,2,0,0,0
AFG,2022-01-29,0,0,0,0
AFG,2022-01-30,4,0,0,0
AFG,2022-01-31,2,5125146,4554648,0
AFG,2022-02-01,5,0,0,0
AFG,2022-02-02,3,5152297,4577740,0
AFG,2022-02-03,1,0,0,0
AFG,2022-02-04,2,0,0,0
AFG,2022-02-05,0,0,0,0
AFG,2022-02-06,5,0,0,0
AFG,2022-02-07,7,5216998,4634282,0
AFG,2022-02-08,10,0,0,0
AFG,2022-02-09,12,0,0,0
AFG,2022-02-10,11,0,0,0
AFG,2022-02-11,12,0,0,0
AFG,2022-02-12,5,0,0,0
AFG,2022-02-13,6,0,0,0
AFG,2022-02-14,6,5321308,4723416,0
AFG,2022-02-15,7,0,0,0
AFG,2022-02-16,3,0,0,0
AFG,2022-02-17,9,0,0,0
AFG,2022-02-18,11,0,0,0
AFG,2022-02-19,5,0,0,0
AFG,2022-02-20,5,5412309,4801524,0
AFG,2022-02-21,7,0,0,0
AFG,2022-02-22,8,0,0,0
AFG,2022-02-23,25,0,0,0
AFG,2022-02-24,1,0,0,0
AFG,2022-02-25,3,0,0,0
AFG,2022-02-26,3,0,0,0
AFG,2022-02-27,7,5535254,4907058,0
AFG,2022-02-28,5,0,0,0
AFG,2022-03-01,5,0,0,0
AFG,2022-03-02,11,0,0,0
AFG,2022-03-03,8,0,0,0
AFG,2022-03-04,2,0,0,0
AFG,2022-03-05,1,0,0,0
AFG,2022-03-06,2,5597130,4952744,0
AFG,2022-03-07,1,0,0,0
AFG,2022-03-08,3,0,0,0
AFG,2022-03-09,4,0,0,0
AFG,2022-03-10,6,0,0,0
AFG,2022-03-11,3,0,0,0
AFG,2022-03-12,1,0,0,0
AFG,2022-03-13,2,0,0,0
AFG,2022-03-14,1,0,0,0
AFG,2022-03-15,2,0,0,0
AFG,2022-03-16,1,0,0,0
AFG,2022-03-17,0,5731146,5066540,0
AFG,2022-03-18,5,0,0,0
AFG,2022-03-19,0,0,0,0
AFG,2022-03-20,1,0,0,0
AFG,2022-03-21,2,0,0,0
AFG,2022-03-22,0,5751015,5082824,0
AFG,2022-03-23,2,0,0,0
AFG,2022-03-24,1,0,0,0
AFG,2022-03-25,1,0,0,0
AFG,2022-03-26,0,0,0,0
AFG,2022-03-27,2,0,0,0
AFG,2022-03-28,2,0,0,0
AFG,2022-03-29,1,0,0,0
AFG,2022-03-30,2,0,0,0
AFG,2022-03-31,0,0,0,0
AFG,2022-04-01,5,0,0,0
AFG,2022-04-02,1,0,0,0
AFG,2022-04-03,0,0,0,0
AFG,2022-04-04,0,5872684,5188057,0
AFG,2022-04-05,0,0,0,0
AFG,2022-04-06,0,0,0,0
AFG,2022-04-07,0,0,0,0
AFG,2022-04-08,2,0,0,0
AFG,2022-04-09,0,0,0,0
AFG,2022-04-10,2,0,0,0
AFG,2022-04-11,0,0,0,0
AFG,2022-04-12,0,0,0,0
AFG,2022-04-13,1,0,0,0
AFG,2022-04-14,0,5940400,5246981,0
AFG,2022-04-15,0,0,0,0
AFG,2022-04-16,0,0,0,0
AFG,2022-04-17,0,0,0,0
AFG,2022-04-18,2,5948889,5253929,0
AFG,2022-04-19,2,0,0,0
AFG,2022-04-20,0,0,0,0
AFG,2022-04-21,0,0,0,0
AFG,2022-04-22,0,0,0,0
AFG,2022-04-23,0,0,0,0
AFG,2022-04-24,1,0,0,0
AFG,2022-04-25,1,0,0,0
AFG,2022-04-26,1,5985756,5286657,0
AFG,2022-04-27,0,5986139,5287027,383
AFG,2022-04-28,0,0,0,0
AFG,2022-04-29,0,0,0,0
AFG,2022-04-30,0,0,0,0
AFG,2022-05-01,0,0,0,0
AFG,2022-05-02,0,0,0,0
AFG,2022-05-03,0,0,0,0
AFG,2022-05-04,0,0,0,0
AFG,2022-05-05,1,6021468,5318484,0
AFG,2022-05-06,0,0,0,0
AFG,2022-05-07,0,0,0,0
AFG,2022-05-08,0,6023425,5320381,0
AFG,2022-05-09,0,0,0,0
AFG,2022-05-10,1,6029737,5326298,0
AFG,2022-05-11,1,0,0,0
AFG,2022-05-12,0,0,0,0
AFG,2022-05-13,0,0,0,0
AFG,2022-05-14,1,0,0,0
AFG,2022-05-15,3,6066579,5359930,0
AFG,2022-05-16,0,0,0,0
AFG,2022-05-17,1,0,0,0
AFG,2022-05-18,0,0,0,0
AFG,2022-05-19,0,0,0,0
AFG,2022-05-20,4,0,0,0
AFG,2022-05-21,2,0,0,0
AFG,2022-05-22,0,0,0,0
AFG,2022-05-23,1,6118557,5407462,0
AFG,2022-05-24,0,0,0,0
AFG,2022-05-25,1,0,0,0
AFG,2022-05-26,0,0,0,0
AFG,2022-05-27,0,0,0,0
AFG,2022-05-28,0,0,0,0
AFG,2022-05-29,2,0,0,0
AFG,2022-05-30,0,0,0,0
AFG,2022-05-31,2,0,0,0
AFG,2022-06-01,2,6171652,5456919,0
AFG,2022-06-02,2,0,0,0
AFG,2022-06-03,1,0,0,0
AFG,2022-06-04,0,0,0,0
AFG,2022-06-05,1,0,0,0
AFG,2022-06-06,0,0,0,0
AFG,2022-06-07,0,0,0,0
AFG,2022-06-08,0,0,0,0
AFG,2022-06-09,0,0,0,0
AFG,2022-06-10,0,0,0,0
AFG,2022-06-11,0,0,0,0
AFG,2022-06-12,0,0,0,0
AFG,2022-06-13,1,0,0,0
AFG,2022-06-14,0,0,0,0
AFG,2022-06-15,0,6295222,5573175,0
AFG,2022-06-16,0,0,0,0
AFG,2022-06-17,3,0,0,0
AFG,2022-06-18,0,0,0,0
AFG,2022-06-19,0,0,0,0
AFG,2022-06-20,0,0,0,0
AFG,2022-06-21,1,6355931,5629522,0
AFG,2022-06-22,1,0,0,0
AFG,2022-06-23,0,0,0,0
AFG,2022-06-24,0,0,0,0
AFG,2022-06-25,0,0,0,0
AFG,2022-06-26,2,0,0,0
AFG,2022-06-27,0,6408475,0,0
AFG,2022-06-28,3,0,0,0
AFG,2022-06-29,2,0,0,0
AFG,2022-06-30,0,6445359,5713284,0
AFG,2022-07-01,1,0,0,0
AFG,2022-07-02,0,0,0,0
AFG,2022-07-03,1,0,0,0
AFG,2022-07-04,0,0,0,0
AFG,2022-07-05,1,0,0,0
AFG,2022-07-06,0,0,0,0
AFG,2022-07-07,0,0,0,0
AFG,2022-07-08,2,0,0,0
AFG,2022-07-09,0,0,0,0
AFG,2022-07-10,0,6491111,5755294,0
AFG,2022-07-11,1,0,0,0
AFG,2022-07-12,0,0,0,0
AFG,2022-07-13,0,0,0,0
AFG,2022-07-14,0,0,0,0
AFG,2022-07-15,0,0,0,0
AFG,2022-07-16,1,0,0,0
AFG,2022-07-17,1,6706843,5969406,0
AFG,2022-07-18,2,0,0,0
AFG,2022-07-19,1,7885045,7139453,0
AFG,2022-07-20,3,0,0,0
AFG,2022-07-21,1,0,0,0
AFG,2022-07-22,1,0,0,0
AFG,2022-07-23,0,0,0,0
AFG,2022-07-24,0,0,0,0
AFG,2022-07-25,0,0,0,0
AFG,2022-07-26,1,0,0,0
AFG,2022-07-27,3,8040605,7294709,0
AFG,2022-07-28,1,0,0,0
AFG,2022-07-29,0,0,0,0
AFG,2022-07-30,0,0,0,0
AFG,2022-07-31,4,0,0,0
AFG,2022-08-01,1,0,0,0
AFG,2022-08-02,3,0,0,0
AFG,2022-08-03,1,0,0,0
AFG,2022-08-04,0,0,0,0
AFG,2022-08-05,0,0,0,0
AFG,2022-08-06,0,0,0,0
AFG,2022-08-07,0,9822860,9066437,0
AFG,2022-08-08,0,0,0,0
AFG,2022-08-09,1,0,0,0
AFG,2022-08-10,0,0,0,0
AFG,2022-08-11,0,0,0,0
AFG,2022-08-12,2,0,0,0
AFG,2022-08-13,1,0,0,0
AFG,2022-08-14,2,0,0,0
AFG,2022-08-15,0,11216694,10454698,0
AFG,2022-08-16,1,0,0,0
AFG,2022-08-17,0,0,0,0
AFG,2022-08-18,0,0,0,0
AFG,2022-08-19,0,0,0,0
AFG,2022-08-20,0,0,0,0
AFG,2022-08-21,0,0,0,0
AFG,2022-08-22,5,11391703,10615478,0
AFG,2022-08-23,3,0,0,0
AFG,2022-08-24,1,0,0,0
AFG,2022-08-25,1,0,0,0
AFG,2022-08-26,2,0,0,0
AFG,2022-08-27,0,0,0,0
AFG,2022-08-28,3,0,0,0
AFG,2022-08-29,3,0,0,0
AFG,2022-08-30,0,0,0,0
AFG,2022-08-31,0,11562525,10730669,0
AFG,2022-09-01,1,0,0,0
AFG,2022-09-02,0,0,0,0
AFG,2022-09-03,1,0,0,0
AFG,2022-09-04,1,11588893,10748257,0
AFG,2022-09-05,2,0,0,0
AFG,2022-09-06,1,0,0,0
AFG,2022-09-07,0,0,0,0
AFG,2022-09-08,2,0,0,0
AFG,2022-09-09,1,0,0,0
AFG,2022-09-10,0,0,0,0
AFG,2022-09-11,1,11725188,10823299,0
AFG,2022-09-12,0,11734635,10827184,9447
AFG,2022-09-13,2,0,0,0
AFG,2022-09-14,2,0,0,0
AFG,2022-09-15,0,0,0,0
AFG,2022-09-16,1,0,0,0
AFG,2022-09-17,2,0,0,0
AFG,2022-09-18,0,0,0,0
AFG,2022-09-19,2,11820186,10873999,0
AFG,2022-09-20,0,0,0,0
AFG,2022-09-21,0,0,0,0
AFG,2022-09-22,0,0,0,0
AFG,2022-09-23,0,0,0,0
AFG,2022-09-24,0,0,0,0
AFG,2022-09-25,0,0,0,0
AFG,2022-09-26,1,11868997,10917914,0
AFG,2022-09-27,1,0,0,0
AFG,2022-09-28,0,11881035,10929549,0
AFG,2022-09-29,1,0,0,0
AFG,2022-09-30,0,0,0,0
AFG,2022-10-01,0,0,0,0
AFG,2022-10-02,0,0,0,0
AFG,2022-10-03,1,0,0,0
AFG,2022-10-04,3,11923733,10961643,0
AFG,2022-10-05,1,0,0,0
AFG,2022-10-06,0,0,0,0
AFG,2022-10-07,0,0,0,0
AFG,2022-10-08,0,0,0,0
AFG,2022-10-09,0,0,0,0
AFG,2022-10-10,2,0,0,0
AFG,2022-10-11,1,11951964,10987211,0
AFG,2022-10-12,0,0,0,0
AFG,2022-10-13,0,0,0,0
AFG,2022-10-14,2,0,0,0
AFG,2022-10-15,1,0,0,0
AFG,2022-10-16,1,11977773,11012345,0
AFG,2022-10-17,0,0,0,0
AFG,2022-10-18,0,0,0,0
AFG,2022-10-19,1,0,0,0
AFG,2022-10-20,1,0,0,0
AFG,2022-10-21,5,0,0,0
AFG,2022-10-22,0,0,0,0
AFG,2022-10-23,0,0,0,0
AFG,2022-10-24,0,12055358,11084618,0
AFG,2022-10-25,1,0,0,0
AFG,2022-10-26,1,0,0,0
AFG,2022-10-27,0,0,0,0
AFG,2022-10-28,0,0,0,0
AFG,2022-10-29,1,0,0,0
AFG,2022-10-30,0,0,0,0
AFG,2022-10-31,0,0,0,0
AFG,2022-11-01,1,12103780,11130641,0
AFG,2022-11-02,1,12140367,11165700,36587
AFG,2022-11-03,0,0,0,0
AFG,2022-11-04,2,0,0,0
AFG,2022-11-05,0,0,0,0
AFG,2022-11-06,1,0,0,0
AFG,2022-11-07,0,0,0,0
AFG,2022-11-08,2,12174141,11196779,0
AFG,2022-11-09,1,0,0,0
AFG,2022-11-10,0,0,0,0
AFG,2022-11-11,0,0,0,0
AFG,2022-11-12,0,0,0,0
AFG,2022-11-13,0,0,0,0
AFG,2022-11-14,0,0,0,0
AFG,2022-11-15,0,12202136,11223064,0
AFG,2022-11-16,1,12216936,11236798,14800
AFG,2022-11-17,0,0,0,0
AFG,2022-11-18,0,0,0,0
AFG,2022-11-19,0,0,0,0
AFG,2022-11-20,1,0,0,0
AFG,2022-11-21,0,0,0,0
AFG,2022-11-22,1,0,0,0
AFG,2022-11-23,1,0,0,0
AFG,2022-11-24,0,0,0,0
AFG,2022-11-25,0,0,0,0
AFG,2022-11-26,0,0,0,0
AFG,2022-11-27,0,12275911,11292816,0
AFG,2022-11-28,0,0,0,0
AFG,2022-11-29,0,0,0,0
AFG,2022-11-30,0,0,0,0
AFG,2022-12-01,0,0,0,0
AFG,2022-12-02,1,0,0,0
AFG,2022-12-03,0,0,0,0
AFG,2022-12-04,0,0,0,0
AFG,2022-12-05,0,12304901,11320910,0
AFG,2022-12-06,1,0,0,0
AFG,2022-12-07,0,0,0,0
AFG,2022-12-08,2,0,0,0
AFG,2022-12-09,2,0,0,0
AFG,2022-12-10,0,0,0,0
AFG,2022-12-11,0,0,0,0
AFG,2022-12-12,0,0,0,0
AFG,2022-12-13,1,0,0,0
AFG,2022-12-14,3,0,0,0
AFG,2022-12-15,0,0,0,0
AFG,2022-12-16,0,0,0,0
AFG,2022-12-17,0,0,0,0
AFG,2022-12-18,1,0,0,0
AFG,2022-12-19,1,0,0,0
AFG,2022-12-20,0,0,0,0
AFG,2022-12-21,0,0,0,0
AFG,2022-12-22,0,12449870,11459692,0
AFG,2022-12-23,0,0,0,0
AFG,2022-12-24,0,0,0,0
AFG,2022-12-25,0,0,0,0
AFG,2022-12-26,1,0,0,0
AFG,2022-12-27,0,0,0,0
AFG,2022-12-28,0,0,0,0
AFG,2022-12-29,0,0,0,0
AFG,2022-12-30,1,0,0,0
AFG,2022-12-31,2,0,0,0
AFG,2023-01-01,0,0,0,0
AFG,2023-01-02,0,0,0,0
AFG,2023-01-03,0,0,0,0
AFG,2023-01-04,1,0,0,0
AFG,2023-01-05,0,0,0,0
AFG,2023-01-06,0,12526397,11533150,0
AFG,2023-01-07,0,0,0,0
AFG,2023-01-08,1,0,0,0
AFG,2023-01-09,1,0,0,0
AFG,2023-01-10,2,0,0,0
AFG,2023-01-11,0,0,0,0
AFG,2023-01-12,0,0,0,0
AFG,2023-01-13,1,0,0,0
AFG,2023-01-14,0,0,0,0
AFG,2023-01-15,0,0,0,0
AFG,2023-01-16,0,12603486,11606705,0
AFG,2023-01-17,2,0,0,0
AFG,2023-01-18,2,0,0,0
AFG,2023-01-19,0,0,0,0
AFG,2023-01-20,1,0,0,0
AFG,2023-01-21,0,0,0,0
AFG,2023-01-22,0,12672379,11672740,0
AFG,2023-01-23,1,0,0,0
AFG,2023-01-24,0,0,0,0
AFG,2023-01-25,1,0,0,0
AFG,2023-01-26,1,0,0,0
AFG,2023-01-27,0,0,0,0
AFG,2023-01-28,2,0,0,0
AFG,2023-01-29,1,12684950,11684678,0
AFG,2023-01-30,0,0,0,0
AFG,2023-01-31,2,0,0,0
AFG,2023-02-01,1,0,0,0
AFG,2023-02-02,3,0,0,0
AFG,2023-02-03,0,0,0,0
AFG,2023-02-04,0,0,0,0
AFG,2023-02-05,2,0,0,0
AFG,2023-02-06,0,0,0,0
AFG,2023-02-07,0,0,0,0
AFG,2023-02-08,3,0,0,0
AFG,2023-02-09,0,0,0,0
AFG,2023-02-10,0,0,0,0
AFG,2023-02-11,0,0,0,0
AFG,2023-02-12,0,12768909,11764723,0
AFG,2023-02-13,0,0,0,0
AFG,2023-02-14,0,12788310,11782909,0
AFG,2023-02-15,0,0,0,0
AFG,2023-02-16,0,0,0,0
AFG,2023-02-17,0,0,0,0
AFG,2023-02-18,0,0,0,0
AFG,2023-02-19,0,13603457,12380134,0
AFG,2023-02-20,1,0,0,0
AFG,2023-02-21,0,0,0,0
AFG,2023-02-22,0,0,0,0
AFG,2023-02-23,0,13910490,12603710,0
AFG,2023-02-24,0,0,0,0
AFG,2023-02-25,0,0,0,0
AFG,2023-02-26,0,14743912,13195588,0
AFG,2023-02-27,0,0,0,0
AFG,2023-02-28,1,15093798,13441995,0
AFG,2023-03-01,0,0,0,0
AFG,2023-03-02,0,0,0,0
AFG,2023-03-03,0,0,0,0
AFG,2023-03-04,0,0,0,0
AFG,2023-03-05,0,15966423,14055768,0
AFG,2023-03-06,0,0,0,0
AFG,2023-03-07,0,0,0,0
AFG,2023-03-08,0,0,0,0
AFG,2023-03-09,0,0,0,0
AFG,2023-03-10,0,0,0,0
AFG,2023-03-11,1,0,0,0
AFG,2023-03-12,0,16248588,14258889,0
AFG,2023-03-13,1,0,0,0
AFG,2023-03-14,0,16250654,14260160,0
AFG,2023-03-15,0,0,0,0
AFG,2023-03-16,0,0,0,0
AFG,2023-03-17,0,0,0,0
AFG,2023-03-18,0,0,0,0
AFG,2023-03-19,0,16474895,14437250,0
AFG,2023-03-20,0,0,0,0
AFG,2023-03-21,0,16482384,14444587,0
AFG,2023-03-22,0,0,0,0
AFG,2023-03-23,1,0,0,0
AFG,2023-03-24,0,0,0,0
AFG,2023-03-25,0,0,0,0
AFG,2023-03-26,0,16498498,14456834,0
AFG,2023-03-27,0,0,0,0
AFG,2023-03-28,0,16499153,14457250,0
AFG,2023-03-29,0,0,0,0
AFG,2023-03-30,0,0,0,0
AFG,2023-03-31,0,0,0,0
AFG,2023-04-01,1,0,0,0
AFG,2023-04-02,0,16586584,14526772,0
AFG,2023-04-03,0,0,0,0
AFG,2023-04-04,0,0,0,0
AFG,2023-04-05,1,0,0,0
AFG,2023-04-06,0,0,0,0
AFG,2023-04-07,0,0,0,0
AFG,2023-04-08,0,0,0,0
AFG,2023-04-09,0,16625558,14559029,0
AFG,2023-04-10,0,0,0,0
AFG,2023-04-11,0,16693053,14613185,0
AFG,2023-04-12,1,0,0,0
AFG,2023-04-13,0,0,0,0
AFG,2023-04-14,0,0,0,0
AFG,2023-04-15,0,0,0,0
AFG,2023-04-16,0,16727076,14640106,0
AFG,2023-04-17,0,0,0,0
AFG,2023-04-18,0,16826772,14719397,0
AFG,2023-04-19,0,0,0,0
AFG,2023-04-20,1,0,0,0
AFG,2023-04-21,1,0,0,0
AFG,2023-04-22,0,0,0,0
AFG,2023-04-23,0,0,0,0
AFG,2023-04-24,0,16844011,14732514,0
AFG,2023-04-25,1,16847327,14735342,3316
AFG,2023-04-26,3,0,0,0
AFG,2023-04-27,1,0,0,0
AFG,2023-04-28,0,0,0,0
AFG,2023-04-29,0,0,0,0
AFG,2023-04-30,0,16902291,14778598,0
AFG,2023-05-01,0,0,0,0
AFG,2023-05-02,0,0,0,0
AFG,2023-05-03,1,16918550,14790567,0
AFG,2023-05-04,0,0,0,0
AFG,2023-05-05,1,0,0,0
AFG,2023-05-06,1,0,0,0
AFG,2023-05-07,2,0,0,0
AFG,2023-05-08,5,0,0,0
AFG,2023-05-09,1,16960754,14823235,0
AFG,2023-05-10,0,0,0,0
AFG,2023-05-11,1,0,0,0
AFG,2023-05-12,3,0,0,0
AFG,2023-05-13,0,0,0,0
AFG,2023-05-14,1,17060992,14902276,0
AFG,2023-05-15,0,0,0,0
AFG,2023-05-16,4,17116708,14949378,0
AFG,2023-05-17,1,0,0,0
AFG,2023-05-18,0,0,0,0
AFG,2023-05-19,0,0,0,0
AFG,2023-05-20,0,0,0,0
AFG,2023-05-21,0,17479379,15203606,0
AFG,2023-05-22,0,0,0,0
AFG,2023-05-23,0,0,0,0
AFG,2023-05-24,1,0,0,0
AFG,2023-05-25,0,0,0,0
AFG,2023-05-26,0,0,0,0
AFG,2023-05-27,1,0,0,0
AFG,2023-05-28,0,0,0,0
AFG,2023-05-29,0,18434710,15875256,0
AFG,2023-05-30,1,0,0,0
AFG,2023-05-31,0,0,0,0
AFG,2023-06-01,0,0,0,0
AFG,2023-06-02,2,0,0,0
AFG,2023-06-03,1,0,0,0
AFG,2023-06-04,0,0,0,0
AFG,2023-06-05,0,0,0,0
AFG,2023-06-06,0,19712836,16770724,0
AFG,2023-06-07,0,0,0,0
AFG,2023-06-08,0,0,0,0
AFG,2023-06-09,0,0,0,0
AFG,2023-06-10,1,0,0,0
AFG,2023-06-11,0,20000706,16978090,0
AFG,2023-06-12,0,0,0,0
AFG,2023-06-13,1,20013614,16987158,0
AFG,2023-06-14,0,0,0,0
AFG,2023-06-15,1,0,0,0
AFG,2023-06-16,0,0,0,0
AFG,2023-06-17,0,0,0,0
AFG,2023-06-18,0,20241838,17166330,0
AFG,2023-06-19,0,0,0,0
AFG,2023-06-20,0,0,0,0
AFG,2023-06-21,0,0,0,0
OWID_AFR,2021-12-08,144,254776807,162245882,1720490
OWID_AFR,2021-12-09,147,259552978,166374173,1668698
OWID_AFR,2021-12-10,138,260314607,166733214,2055881
OWID_AFR,2021-12-11,126,262827090,168507253,1839672
OWID_AFR,2021-12-12,152,264376660,169656513,1863342
OWID_AFR,2021-12-13,175,265330659,170161872,1975615
OWID_AFR,2021-12-14,148,267711738,171633395,1991866
OWID_AFR,2021-12-15,126,270220358,172627799,1971390
OWID_AFR,2021-12-16,154,270873142,173057276,2499577
OWID_AFR,2021-12-17,130,271322065,173193899,2375728
OWID_AFR,2021-12-18,144,273401858,174295104,2310304
OWID_AFR,2021-12-19,125,274067231,174592514,2304209
OWID_AFR,2021-12-20,121,279450592,178524442,2504625
OWID_AFR,2021-12-21,288,280029601,178928835,2594228
OWID_AFR,2021-12-22,198,281685011,179954832,2571845
OWID_AFR,2021-12-23,223,286205196,183656211,2332477
OWID_AFR,2021-12-24,206,288683233,184863102,1907964
OWID_AFR,2021-12-25,218,288905894,184899383,1788616
OWID_AFR,2021-12-26,140,290436783,185759528,1735186
OWID_AFR,2021-12-27,165,291643397,186495364,1577023
OWID_AFR,2021-12-28,220,298525241,190127337,1632987
OWID_AFR,2021-12-29,202,298955785,190270163,1683568
OWID_AFR,2021-12-30,241,300177518,190900159,1643906
OWID_AFR,2021-12-31,295,303508220,193644216,2049102
OWID_AFR,2022-01-01,265,304142817,193994506,1742670
OWID_AFR,2022-01-02,186,304601512,194358392,1304246
OWID_AFR,2022-01-03,175,305047846,194573320,1579535
OWID_AFR,2022-01-04,277,310462505,197140515,1632041
OWID_AFR,2022-01-05,344,310993743,197448679,1356629
OWID_AFR,2022-01-06,291,314989250,198356123,1526592
OWID_AFR,2022-01-07,769,315651585,198768916,2226139
OWID_AFR,2022-01-08,405,317435119,199724698,1951363
OWID_AFR,2022-01-09,272,319392825,201000883,1844403
OWID_AFR,2022-01-10,269,322714521,204711771,1696078
OWID_AFR,2022-01-11,358,323042272,204767420,1441105
OWID_AFR,2022-01-12,371,323968813,205132629,1470005
OWID_AFR,2022-01-13,449,325510169,205564257,1729169
OWID_AFR,2022-01-14,331,326740761,206240647,1932787
OWID_AFR,2022-01-15,380,329350740,207399834,1741974
OWID_AFR,2022-01-16,325,330340635,208033371,2173695
OWID_AFR,2022-01-17,290,332802055,209806806,2344069
OWID_AFR,2022-01-18,333,334645875,211215266,1696239
OWID_AFR,2022-01-19,348,336823379,212091351,1616403
OWID_AFR,2022-01-20,382,337208451,212288196,1386731
OWID_AFR,2022-01-21,369,343072128,214246378,1393969
OWID_AFR,2022-01-22,391,344306592,214925282,1329037
OWID_AFR,2022-01-23,325,346303435,216440103,1253545
OWID_AFR,2022-01-24,313,347659773,216982677,1221035
OWID_AFR,2022-01-25,342,347942155,217037332,1340566
OWID_AFR,2022-01-26,388,348869091,217545879,1516401
OWID_AFR,2022-01-27,309,349793296,217880824,1428251
OWID_AFR,2022-01-28,368,350624652,218662604,1319016
OWID_AFR,2022-01-29,371,351890623,219629725,1260420
OWID_AFR,2022-01-30,319,353665654,220185740,1267762
OWID_AFR,2022-01-31,294,354400724,220590244,1475911
OWID_AFR,2022-02-01,319,354847604,220708982,1822191
OWID_AFR,2022-02-02,534,357080392,222475733,1764431
OWID_AFR,2022-02-03,393,357446544,222610969,1657406
OWID_AFR,2022-02-04,364,358098240,222994367,1645562
OWID_AFR,2022-02-05,424,358584626,223315124,1643713
OWID_AFR,2022-02-06,281,361449599,224447034,1578732
OWID_AFR,2022-02-07,247,363821789,226472714,1486867
OWID_AFR,2022-02-08,467,364527937,226725408,1316819
OWID_AFR,2022-02-09,588,366336142,227615678,1360688
OWID_AFR,2022-02-10,436,368692631,228385665,1424198
OWID_AFR,2022-02-11,422,370149163,228981144,1440941
OWID_AFR,2022-02-12,369,370509505,229162244,1428214
OWID_AFR,2022-02-13,359,371238987,229361165,1337488
OWID_AFR,2022-02-14,192,371465256,229581609,1408755
OWID_AFR,2022-02-15,410,373298869,232271924,1440369
OWID_AFR,2022-02-16,454,375029173,232993084,2484210
OWID_AFR,2022-02-17,257,376407347,233863703,2711012
OWID_AFR,2022-02-18,644,378269509,235367605,2785174
OWID_AFR,2022-02-19,490,382495960,237879356,3293841
OWID_AFR,2022-02-20,529,386494443,240384386,2653540
OWID_AFR,2022-02-21,192,394422078,245122690,3059945
OWID_AFR,2022-02-22,356,397373792,247019979,2940423
OWID_AFR,2022-02-23,257,398741900,247747118,2161332
OWID_AFR,2022-02-24,251,403357230,249256623,2139998
OWID_AFR,2022-02-25,152,404677776,251009550,1364654
OWID_AFR,2022-02-26,241,407326736,252613681,2006746
OWID_AFR,2022-02-27,150,409614425,255090863,1214334
OWID_AFR,2022-02-28,153,410594321,255746285,1383627
OWID_AFR,2022-03-01,298,411759481,256405383,1213606
OWID_AFR,2022-03-02,117,412892345,257315998,1797480
OWID_AFR,2022-03-03,121,413252943,257452789,1397560
OWID_AFR,2022-03-04,1061,414475820,258215783,1505961
OWID_AFR,2022-03-05,99,415256980,260218903,1153203
OWID_AFR,2022-03-06,66,416695016,261081484,1114509
OWID_AFR,2022-03-07,102,417284596,261187133,1439562
OWID_AFR,2022-03-08,144,418809093,262274520,1406057
OWID_AFR,2022-03-09,86,420493573,263594611,1280407
OWID_AFR,2022-03-10,93,420740875,263919494,980247
OWID_AFR,2022-03-11,69,421780462,264450007,1086789
OWID_AFR,2022-03-12,71,421802487,264455058,806919
OWID_AFR,2022-03-13,25,423359444,266957900,808434
OWID_AFR,2022-03-14,53,423708151,267115632,868776
OWID_AFR,2022-03-15,34,428087995,269932312,950439
OWID_AFR,2022-03-16,30,428509210,270012578,970970
OWID_AFR,2022-03-17,66,429631711,270643928,941673
