regiao,coduf,data,casosNovos,casosAcumulado,obitosNovos,obitosAcumulado
New Zealand,NZ,2020-01-03,0,0,0,0
New Zealand,NZ,2020-01-04,0,0,0,0
New Zealand,NZ,2020-01-05,0,0,0,0
New Zealand,NZ,2020-01-06,0,0,0,0
New Zealand,NZ,2020-01-07,0,0,0,0
New Zealand,NZ,2020-01-08,0,0,0,0
New Zealand,NZ,2020-01-09,0,0,0,0
New Zealand,NZ,2020-01-10,0,0,0,0
New Zealand,NZ,2020-01-11,0,0,0,0
New Zealand,NZ,2020-01-12,0,0,0,0
New Zealand,NZ,2020-01-13,0,0,0,0
New Zealand,NZ,2020-01-14,0,0,0,0
New Zealand,NZ,2020-01-15,0,0,0,0
New Zealand,NZ,2020-01-16,0,0,0,0
New Zealand,NZ,2020-01-17,0,0,0,0
New Zealand,NZ,2020-01-18,0,0,0,0
New Zealand,NZ,2020-01-19,0,0,0,0
New Zealand,NZ,2020-01-20,0,0,0,0
New Zealand,NZ,2020-01-21,0,0,0,0
New Zealand,NZ,2020-01-22,0,0,0,0
New Zealand,NZ,2020-01-23,0,0,0,0
New Zealand,NZ,2020-01-24,0,0,0,0
New Zealand,NZ,2020-01-25,0,0,0,0
New Zealand,NZ,2020-01-26,0,0,0,0
New Zealand,NZ,2020-01-27,0,0,0,0
New Zealand,NZ,2020-01-28,0,0,0,0
New Zealand,NZ,2020-01-29,0,0,0,0
New Zealand,NZ,2020-01-30,0,0,0,0
New Zealand,NZ,2020-01-31,0,0,0,0
New Zealand,NZ,2020-02-01,0,0,0,0
New Zealand,NZ,2020-02-02,0,0,0,0
New Zealand,NZ,2020-02-03,0,0,0,0
New Zealand,NZ,2020-02-04,0,0,0,0
New Zealand,NZ,2020-02-05,0,0,0,0
New Zealand,NZ,2020-02-06,0,0,0,0
New Zealand,NZ,2020-02-07,0,0,0,0
New Zealand,NZ,2020-02-08,0,0,0,0
New Zealand,NZ,2020-02-09,0,0,0,0
New Zealand,NZ,2020-02-10,0,0,0,0
New Zealand,NZ,2020-02-11,0,0,0,0
New Zealand,NZ,2020-02-12,0,0,0,0
New Zealand,NZ,2020-02-13,0,0,0,0
New Zealand,NZ,2020-02-14,0,0,0,0
New Zealand,NZ,2020-02-15,0,0,0,0
New Zealand,NZ,2020-02-16,0,0,0,0
New Zealand,NZ,2020-02-17,0,0,0,0
New Zealand,NZ,2020-02-18,0,0,0,0
New Zealand,NZ,2020-02-19,0,0,0,0
New Zealand,NZ,2020-02-20,0,0,0,0
New Zealand,NZ,2020-02-21,0,0,0,0
New Zealand,NZ,2020-02-22,0,0,0,0
New Zealand,NZ,2020-02-23,0,0,0,0
New Zealand,NZ,2020-02-24,0,0,0,0
New Zealand,NZ,2020-02-25,0,0,0,0
New Zealand,NZ,2020-02-26,0,0,0,0
New Zealand,NZ,2020-02-27,0,0,0,0
New Zealand,NZ,2020-02-28,1,1,0,0
New Zealand,NZ,2020-02-29,0,1,0,0
New Zealand,NZ,2020-03-01,0,1,0,0
New Zealand,NZ,2020-03-02,0,1,0,0
New Zealand,NZ,2020-03-03,0,1,0,0
New Zealand,NZ,2020-03-04,1,2,0,0
New Zealand,NZ,2020-03-05,1,3,0,0
New Zealand,NZ,2020-03-06,1,4,0,0
New Zealand,NZ,2020-03-07,1,5,0,0
New Zealand,NZ,2020-03-08,0,5,0,0
New Zealand,NZ,2020-03-09,0,5,0,0
New Zealand,NZ,2020-03-10,0,5,0,0
New Zealand,NZ,2020-03-11,0,5,0,0
New Zealand,NZ,2020-03-12,0,5,0,0
New Zealand,NZ,2020-03-13,0,5,0,0
New Zealand,NZ,2020-03-14,1,6,0,0
New Zealand,NZ,2020-03-15,2,8,0,0
New Zealand,NZ,2020-03-16,0,8,0,0
New Zealand,NZ,2020-03-17,4,12,0,0
New Zealand,NZ,2020-03-18,8,20,0,0
New Zealand,NZ,2020-03-19,8,28,0,0
New Zealand,NZ,2020-03-20,11,39,0,0
New Zealand,NZ,2020-03-21,13,52,0,0
New Zealand,NZ,2020-03-22,14,66,0,0
New Zealand,NZ,2020-03-23,36,102,0,0
New Zealand,NZ,2020-03-24,40,142,0,0
New Zealand,NZ,2020-03-25,47,189,0,0
New Zealand,NZ,2020-03-26,73,262,0,0
New Zealand,NZ,2020-03-27,76,338,0,0
New Zealand,NZ,2020-03-28,78,416,0,0
New Zealand,NZ,2020-03-29,60,476,1,1
New Zealand,NZ,2020-03-30,76,552,0,1
New Zealand,NZ,2020-03-31,48,600,0,1
New Zealand,NZ,2020-04-01,47,647,0,1
New Zealand,NZ,2020-04-02,76,723,0,1
New Zealand,NZ,2020-04-03,51,774,0,1
New Zealand,NZ,2020-04-04,50,824,0,1
New Zealand,NZ,2020-04-05,48,872,0,1
New Zealand,NZ,2020-04-06,39,911,0,1
New Zealand,NZ,2020-04-07,32,943,0,1
New Zealand,NZ,2020-04-08,26,969,0,1
New Zealand,NZ,2020-04-09,23,992,0,1
New Zealand,NZ,2020-04-10,23,1015,1,2
New Zealand,NZ,2020-04-11,20,1035,2,4
New Zealand,NZ,2020-04-12,14,1049,0,4
New Zealand,NZ,2020-04-13,15,1064,1,5
New Zealand,NZ,2020-04-14,8,1072,4,9
New Zealand,NZ,2020-04-15,6,1078,0,9
New Zealand,NZ,2020-04-16,6,1084,0,9
New Zealand,NZ,2020-04-17,2,1086,2,11
New Zealand,NZ,2020-04-18,8,1094,0,11
New Zealand,NZ,2020-04-19,4,1098,0,11
New Zealand,NZ,2020-04-20,7,1105,1,12
New Zealand,NZ,2020-04-21,2,1107,1,13
New Zealand,NZ,2020-04-22,3,1110,1,14
New Zealand,NZ,2020-04-23,2,1112,2,16
New Zealand,NZ,2020-04-24,2,1114,1,17
New Zealand,NZ,2020-04-25,3,1117,1,18
New Zealand,NZ,2020-04-26,4,1121,0,18
New Zealand,NZ,2020-04-27,1,1122,1,19
New Zealand,NZ,2020-04-28,2,1124,0,19
New Zealand,NZ,2020-04-29,2,1126,0,19
New Zealand,NZ,2020-04-30,3,1129,0,19
New Zealand,NZ,2020-05-01,3,1132,0,19
New Zealand,NZ,2020-05-02,2,1134,1,20
New Zealand,NZ,2020-05-03,2,1136,0,20
New Zealand,NZ,2020-05-04,1,1137,0,20
New Zealand,NZ,2020-05-05,0,1137,0,20
New Zealand,NZ,2020-05-06,1,1138,1,21
New Zealand,NZ,2020-05-07,1,1139,0,21
New Zealand,NZ,2020-05-08,2,1141,0,21
New Zealand,NZ,2020-05-09,1,1142,0,21
New Zealand,NZ,2020-05-10,2,1144,0,21
New Zealand,NZ,2020-05-11,3,1147,0,21
New Zealand,NZ,2020-05-12,0,1147,0,21
New Zealand,NZ,2020-05-13,0,1147,0,21
New Zealand,NZ,2020-05-14,0,1147,0,21
New Zealand,NZ,2020-05-15,1,1148,0,21
New Zealand,NZ,2020-05-16,0,1148,0,21
New Zealand,NZ,2020-05-17,1,1149,0,21
New Zealand,NZ,2020-05-18,0,1149,0,21
New Zealand,NZ,2020-05-19,4,1153,0,21
New Zealand,NZ,2020-05-20,0,1153,0,21
New Zealand,NZ,2020-05-21,0,1153,0,21
New Zealand,NZ,2020-05-22,1,1154,0,21
New Zealand,NZ,2020-05-23,0,1154,0,21
New Zealand,NZ,2020-05-24,0,1154,0,21
New Zealand,NZ,2020-05-25,0,1154,0,21
New Zealand,NZ,2020-05-26,0,1154,0,21
New Zealand,NZ,2020-05-27,0,1154,0,21
New Zealand,NZ,2020-05-28,0,1154,1,22
New Zealand,NZ,2020-05-29,0,1154,0,22
New Zealand,NZ,2020-05-30,0,1154,0,22
New Zealand,NZ,2020-05-31,0,1154,0,22
New Zealand,NZ,2020-06-01,0,1154,0,22
New Zealand,NZ,2020-06-02,0,1154,0,22
New Zealand,NZ,2020-06-03,0,1154,0,22
New Zealand,NZ,2020-06-04,0,1154,0,22
New Zealand,NZ,2020-06-05,0,1154,0,22
New Zealand,NZ,2020-06-06,0,1154,0,22
New Zealand,NZ,2020-06-07,0,1154,0,22
New Zealand,NZ,2020-06-08,0,1154,0,22
New Zealand,NZ,2020-06-09,0,1154,0,22
New Zealand,NZ,2020-06-10,0,1154,0,22
New Zealand,NZ,2020-06-11,0,1154,0,22
New Zealand,NZ,2020-06-12,0,1154,0,22
New Zealand,NZ,2020-06-13,0,1154,0,22
New Zealand,NZ,2020-06-14,0,1154,0,22
New Zealand,NZ,2020-06-15,0,1154,0,22
New Zealand,NZ,2020-06-16,2,1156,0,22
New Zealand,NZ,2020-06-17,0,1156,0,22
New Zealand,NZ,2020-06-18,1,1157,0,22
New Zealand,NZ,2020-06-19,0,1157,0,22
New Zealand,NZ,2020-06-20,2,1159,0,22
New Zealand,NZ,2020-06-21,0,1159,0,22
New Zealand,NZ,2020-06-22,4,1163,0,22
New Zealand,NZ,2020-06-23,2,1165,0,22
New Zealand,NZ,2020-06-24,1,1166,0,22
New Zealand,NZ,2020-06-25,3,1169,0,22
New Zealand,NZ,2020-06-26,1,1170,0,22
New Zealand,NZ,2020-06-27,2,1172,0,22
New Zealand,NZ,2020-06-28,4,1176,0,22
New Zealand,NZ,2020-06-29,2,1178,0,22
New Zealand,NZ,2020-06-30,0,1178,0,22
New Zealand,NZ,2020-07-01,0,1178,0,22
New Zealand,NZ,2020-07-02,2,1180,0,22
New Zealand,NZ,2020-07-03,0,1180,0,22
New Zealand,NZ,2020-07-04,0,1180,0,22
New Zealand,NZ,2020-07-05,3,1183,0,22
New Zealand,NZ,2020-07-06,1,1184,0,22
New Zealand,NZ,2020-07-07,2,1186,0,22
New Zealand,NZ,2020-07-08,1,1187,0,22
New Zealand,NZ,2020-07-09,3,1190,0,22
New Zealand,NZ,2020-07-10,2,1192,0,22
New Zealand,NZ,2020-07-11,1,1193,0,22
New Zealand,NZ,2020-07-12,1,1194,0,22
New Zealand,NZ,2020-07-13,0,1194,0,22
New Zealand,NZ,2020-07-14,1,1195,0,22
New Zealand,NZ,2020-07-15,2,1197,0,22
New Zealand,NZ,2020-07-16,1,1198,0,22
New Zealand,NZ,2020-07-17,1,1199,0,22
New Zealand,NZ,2020-07-18,1,1200,0,22
New Zealand,NZ,2020-07-19,3,1203,0,22
New Zealand,NZ,2020-07-20,1,1204,0,22
New Zealand,NZ,2020-07-21,1,1205,0,22
New Zealand,NZ,2020-07-22,0,1205,0,22
New Zealand,NZ,2020-07-23,0,1205,0,22
New Zealand,NZ,2020-07-24,1,1206,0,22
New Zealand,NZ,2020-07-25,0,1206,0,22
New Zealand,NZ,2020-07-26,0,1206,0,22
New Zealand,NZ,2020-07-27,0,1206,0,22
New Zealand,NZ,2020-07-28,1,1207,0,22
New Zealand,NZ,2020-07-29,1,1208,0,22
New Zealand,NZ,2020-07-30,2,1210,0,22
New Zealand,NZ,2020-07-31,0,1210,0,22
New Zealand,NZ,2020-08-01,2,1212,0,22
New Zealand,NZ,2020-08-02,3,1215,0,22
New Zealand,NZ,2020-08-03,2,1217,0,22
New Zealand,NZ,2020-08-04,0,1217,0,22
New Zealand,NZ,2020-08-05,2,1219,0,22
New Zealand,NZ,2020-08-06,0,1219,0,22
New Zealand,NZ,2020-08-07,0,1219,0,22
New Zealand,NZ,2020-08-08,0,1219,0,22
New Zealand,NZ,2020-08-09,0,1219,0,22
New Zealand,NZ,2020-08-10,0,1219,0,22
New Zealand,NZ,2020-08-11,1,1220,0,22
New Zealand,NZ,2020-08-12,4,1224,0,22
New Zealand,NZ,2020-08-13,14,1238,0,22
New Zealand,NZ,2020-08-14,13,1251,0,22
New Zealand,NZ,2020-08-15,7,1258,0,22
New Zealand,NZ,2020-08-16,13,1271,0,22
New Zealand,NZ,2020-08-17,9,1280,0,22
New Zealand,NZ,2020-08-18,13,1293,0,22
New Zealand,NZ,2020-08-19,6,1299,0,22
New Zealand,NZ,2020-08-20,5,1304,0,22
New Zealand,NZ,2020-08-21,11,1315,0,22
New Zealand,NZ,2020-08-22,6,1321,0,22
New Zealand,NZ,2020-08-23,3,1324,0,22
New Zealand,NZ,2020-08-24,8,1332,0,22
New Zealand,NZ,2020-08-25,7,1339,0,22
New Zealand,NZ,2020-08-26,5,1344,0,22
New Zealand,NZ,2020-08-27,7,1351,0,22
New Zealand,NZ,2020-08-28,12,1363,0,22
New Zealand,NZ,2020-08-29,13,1376,0,22
New Zealand,NZ,2020-08-30,2,1378,0,22
New Zealand,NZ,2020-08-31,9,1387,0,22
New Zealand,NZ,2020-09-01,14,1401,0,22
New Zealand,NZ,2020-09-02,5,1406,0,22
New Zealand,NZ,2020-09-03,2,1408,0,22
New Zealand,NZ,2020-09-04,5,1413,0,22
New Zealand,NZ,2020-09-05,3,1416,2,24
New Zealand,NZ,2020-09-06,5,1421,0,24
New Zealand,NZ,2020-09-07,4,1425,0,24
New Zealand,NZ,2020-09-08,6,1431,0,24
New Zealand,NZ,2020-09-09,6,1437,0,24
New Zealand,NZ,2020-09-10,4,1441,0,24
New Zealand,NZ,2020-09-11,1,1442,0,24
New Zealand,NZ,2020-09-12,2,1444,0,24
New Zealand,NZ,2020-09-13,2,1446,0,24
New Zealand,NZ,2020-09-14,1,1447,0,24
New Zealand,NZ,2020-09-15,3,1450,0,24
New Zealand,NZ,2020-09-16,1,1451,1,25
New Zealand,NZ,2020-09-17,7,1458,0,25
New Zealand,NZ,2020-09-18,0,1458,0,25
New Zealand,NZ,2020-09-19,2,1460,0,25
New Zealand,NZ,2020-09-20,4,1464,0,25
New Zealand,NZ,2020-09-21,0,1464,0,25
New Zealand,NZ,2020-09-22,0,1464,0,25
New Zealand,NZ,2020-09-23,4,1468,0,25
New Zealand,NZ,2020-09-24,3,1471,0,25
New Zealand,NZ,2020-09-25,2,1473,0,25
New Zealand,NZ,2020-09-26,2,1475,0,25
New Zealand,NZ,2020-09-27,2,1477,0,25
New Zealand,NZ,2020-09-28,0,1477,0,25
New Zealand,NZ,2020-09-29,2,1479,0,25
New Zealand,NZ,2020-09-30,1,1480,0,25
New Zealand,NZ,2020-10-01,12,1492,0,25
New Zealand,NZ,2020-10-02,0,1492,0,25
New Zealand,NZ,2020-10-03,1,1493,0,25
New Zealand,NZ,2020-10-04,5,1498,0,25
New Zealand,NZ,2020-10-05,1,1499,0,25
New Zealand,NZ,2020-10-06,3,1502,0,25
New Zealand,NZ,2020-10-07,3,1505,0,25
New Zealand,NZ,2020-10-08,3,1508,0,25
New Zealand,NZ,2020-10-09,2,1510,0,25
New Zealand,NZ,2020-10-10,4,1514,0,25
New Zealand,NZ,2020-10-11,1,1515,0,25
New Zealand,NZ,2020-10-12,0,1515,0,25
New Zealand,NZ,2020-10-13,1,1516,0,25
New Zealand,NZ,2020-10-14,2,1518,0,25
New Zealand,NZ,2020-10-15,2,1520,0,25
New Zealand,NZ,2020-10-16,4,1524,0,25
New Zealand,NZ,2020-10-17,3,1527,0,25
New Zealand,NZ,2020-10-18,3,1530,0,25
New Zealand,NZ,2020-10-19,0,1530,0,25
New Zealand,NZ,2020-10-20,1,1531,0,25
New Zealand,NZ,2020-10-21,25,1556,0,25
New Zealand,NZ,2020-10-22,2,1558,0,25
New Zealand,NZ,2020-10-23,9,1567,0,25
New Zealand,NZ,2020-10-24,11,1578,0,25
New Zealand,NZ,2020-10-25,1,1579,0,25
New Zealand,NZ,2020-10-26,5,1584,0,25
New Zealand,NZ,2020-10-27,1,1585,0,25
New Zealand,NZ,2020-10-28,2,1587,0,25
New Zealand,NZ,2020-10-29,6,1593,0,25
New Zealand,NZ,2020-10-30,1,1594,0,25
New Zealand,NZ,2020-10-31,7,1601,0,25
New Zealand,NZ,2020-11-01,3,1604,0,25
New Zealand,NZ,2020-11-02,4,1608,0,25
New Zealand,NZ,2020-11-03,5,1613,0,25
New Zealand,NZ,2020-11-04,3,1616,0,25
New Zealand,NZ,2020-11-05,2,1618,0,25
New Zealand,NZ,2020-11-06,1,1619,0,25
New Zealand,NZ,2020-11-07,2,1621,0,25
New Zealand,NZ,2020-11-08,6,1627,0,25
New Zealand,NZ,2020-11-09,4,1631,0,25
New Zealand,NZ,2020-11-10,1,1632,0,25
New Zealand,NZ,2020-11-11,1,1633,0,25
New Zealand,NZ,2020-11-12,3,1636,0,25
New Zealand,NZ,2020-11-13,4,1640,0,25
New Zealand,NZ,2020-11-14,3,1643,0,25
New Zealand,NZ,2020-11-15,2,1645,0,25
New Zealand,NZ,2020-11-16,1,1646,0,25
New Zealand,NZ,2020-11-17,4,1650,0,25
New Zealand,NZ,2020-11-18,3,1653,0,25
New Zealand,NZ,2020-11-19,2,1655,0,25
New Zealand,NZ,2020-11-20,3,1658,0,25
New Zealand,NZ,2020-11-21,6,1664,0,25
New Zealand,NZ,2020-11-22,9,1673,0,25
New Zealand,NZ,2020-11-23,1,1674,0,25
New Zealand,NZ,2020-11-24,2,1676,0,25
New Zealand,NZ,2020-11-25,8,1684,0,25
New Zealand,NZ,2020-11-26,1,1685,0,25
New Zealand,NZ,2020-11-27,7,1692,0,25
New Zealand,NZ,2020-11-28,3,1695,0,25
New Zealand,NZ,2020-11-29,2,1697,0,25
New Zealand,NZ,2020-11-30,4,1701,0,25
New Zealand,NZ,2020-12-01,3,1704,0,25
New Zealand,NZ,2020-12-02,1,1705,0,25
New Zealand,NZ,2020-12-03,9,1714,0,25
New Zealand,NZ,2020-12-04,0,1714,0,25
New Zealand,NZ,2020-12-05,9,1723,0,25
New Zealand,NZ,2020-12-06,0,1723,0,25
New Zealand,NZ,2020-12-07,1,1724,0,25
New Zealand,NZ,2020-12-08,6,1730,0,25
New Zealand,NZ,2020-12-09,1,1731,0,25
New Zealand,NZ,2020-12-10,0,1731,0,25
New Zealand,NZ,2020-12-11,6,1737,0,25
New Zealand,NZ,2020-12-12,0,1737,0,25
New Zealand,NZ,2020-12-13,4,1741,0,25
New Zealand,NZ,2020-12-14,0,1741,0,25
New Zealand,NZ,2020-12-15,0,1741,0,25
New Zealand,NZ,2020-12-16,4,1745,0,25
New Zealand,NZ,2020-12-17,0,1745,0,25
New Zealand,NZ,2020-12-18,10,1755,0,25
New Zealand,NZ,2020-12-19,0,1755,0,25
New Zealand,NZ,2020-12-20,6,1761,0,25
New Zealand,NZ,2020-12-21,5,1766,0,25
New Zealand,NZ,2020-12-22,0,1766,0,25
New Zealand,NZ,2020-12-23,7,1773,0,25
New Zealand,NZ,2020-12-24,0,1773,0,25
New Zealand,NZ,2020-12-25,0,1773,0,25
New Zealand,NZ,2020-12-26,0,1773,0,25
New Zealand,NZ,2020-12-27,16,1789,0,25
New Zealand,NZ,2020-12-28,0,1789,0,25
New Zealand,NZ,2020-12-29,7,1796,0,25
New Zealand,NZ,2020-12-30,0,1796,0,25
New Zealand,NZ,2020-12-31,11,1807,0,25
New Zealand,NZ,2021-01-01,0,1807,0,25
New Zealand,NZ,2021-01-02,19,1826,0,25
New Zealand,NZ,2021-01-03,0,1826,0,25
New Zealand,NZ,2021-01-04,3,1829,0,25
New Zealand,NZ,2021-01-05,0,1829,0,25
New Zealand,NZ,2021-01-06,4,1833,0,25
New Zealand,NZ,2021-01-07,0,1833,0,25
New Zealand,NZ,2021-01-08,0,1833,0,25
New Zealand,NZ,2021-01-09,29,1862,0,25
New Zealand,NZ,2021-01-10,4,1866,0,25
New Zealand,NZ,2021-01-11,0,1866,0,25
New Zealand,NZ,2021-01-12,7,1873,0,25
New Zealand,NZ,2021-01-13,0,1873,0,25
New Zealand,NZ,2021-01-14,18,1891,0,25
New Zealand,NZ,2021-01-15,0,1891,0,25
New Zealand,NZ,2021-01-16,10,1901,0,25
New Zealand,NZ,2021-01-17,5,1906,0,25
New Zealand,NZ,2021-01-18,0,1906,0,25
New Zealand,NZ,2021-01-19,6,1912,0,25
New Zealand,NZ,2021-01-20,0,1912,0,25
New Zealand,NZ,2021-01-21,9,1921,0,25
New Zealand,NZ,2021-01-22,0,1921,0,25
New Zealand,NZ,2021-01-23,6,1927,0,25
New Zealand,NZ,2021-01-24,6,1933,0,25
New Zealand,NZ,2021-01-25,1,1934,0,25
New Zealand,NZ,2021-01-26,5,1939,0,25
New Zealand,NZ,2021-01-27,5,1944,0,25
New Zealand,NZ,2021-01-28,3,1947,0,25
New Zealand,NZ,2021-01-29,1,1948,0,25
New Zealand,NZ,2021-01-30,0,1948,0,25
New Zealand,NZ,2021-01-31,0,1948,0,25
New Zealand,NZ,2021-02-01,2,1950,0,25
New Zealand,NZ,2021-02-02,2,1952,0,25
New Zealand,NZ,2021-02-03,6,1958,0,25
New Zealand,NZ,2021-02-04,2,1960,0,25
New Zealand,NZ,2021-02-05,0,1960,0,25
New Zealand,NZ,2021-02-06,5,1965,0,25
New Zealand,NZ,2021-02-07,0,1965,0,25
New Zealand,NZ,2021-02-08,1,1966,0,25
New Zealand,NZ,2021-02-09,2,1968,0,25
New Zealand,NZ,2021-02-10,1,1969,0,25
New Zealand,NZ,2021-02-11,2,1971,0,25
New Zealand,NZ,2021-02-12,1,1972,0,25
New Zealand,NZ,2021-02-13,3,1975,0,25
New Zealand,NZ,2021-02-14,6,1981,0,25
New Zealand,NZ,2021-02-15,1,1982,0,25
New Zealand,NZ,2021-02-16,3,1985,1,26
New Zealand,NZ,2021-02-17,4,1989,0,26
New Zealand,NZ,2021-02-18,4,1993,0,26
New Zealand,NZ,2021-02-19,0,1993,0,26
New Zealand,NZ,2021-02-20,2,1995,0,26
New Zealand,NZ,2021-02-21,7,2002,0,26
New Zealand,NZ,2021-02-22,4,2006,0,26
New Zealand,NZ,2021-02-23,4,2010,0,26
New Zealand,NZ,2021-02-24,3,2013,0,26
New Zealand,NZ,2021-02-25,3,2016,0,26
New Zealand,NZ,2021-02-26,1,2017,0,26
New Zealand,NZ,2021-02-27,4,2021,0,26
New Zealand,NZ,2021-02-28,2,2023,0,26
New Zealand,NZ,2021-03-01,4,2027,0,26
New Zealand,NZ,2021-03-02,1,2028,0,26
New Zealand,NZ,2021-03-03,6,2034,0,26
New Zealand,NZ,2021-03-04,0,2034,0,26
New Zealand,NZ,2021-03-05,9,2043,0,26
New Zealand,NZ,2021-03-06,1,2044,0,26
New Zealand,NZ,2021-03-07,6,2050,0,26
New Zealand,NZ,2021-03-08,4,2054,0,26
New Zealand,NZ,2021-03-09,1,2055,0,26
New Zealand,NZ,2021-03-10,6,2061,0,26
New Zealand,NZ,2021-03-11,1,2062,0,26
New Zealand,NZ,2021-03-12,5,2067,0,26
New Zealand,NZ,2021-03-13,1,2068,0,26
New Zealand,NZ,2021-03-14,7,2075,0,26
New Zealand,NZ,2021-03-15,1,2076,0,26
New Zealand,NZ,2021-03-16,3,2079,0,26
New Zealand,NZ,2021-03-17,0,2079,0,26
New Zealand,NZ,2021-03-18,10,2089,0,26
New Zealand,NZ,2021-03-19,0,2089,0,26
New Zealand,NZ,2021-03-20,9,2098,0,26
New Zealand,NZ,2021-03-21,9,2107,0,26
New Zealand,NZ,2021-03-22,5,2112,0,26
New Zealand,NZ,2021-03-23,3,2115,0,26
New Zealand,NZ,2021-03-24,6,2121,0,26
New Zealand,NZ,2021-03-25,3,2124,0,26
New Zealand,NZ,2021-03-26,2,2126,0,26
New Zealand,NZ,2021-03-27,1,2127,0,26
New Zealand,NZ,2021-03-28,11,2138,0,26
New Zealand,NZ,2021-03-29,2,2140,0,26
New Zealand,NZ,2021-03-30,1,2141,0,26
New Zealand,NZ,2021-03-31,5,2146,0,26
New Zealand,NZ,2021-04-01,0,2146,0,26
New Zealand,NZ,2021-04-02,0,2146,0,26
New Zealand,NZ,2021-04-03,6,2152,0,26
New Zealand,NZ,2021-04-04,0,2152,0,26
New Zealand,NZ,2021-04-05,17,2169,0,26
New Zealand,NZ,2021-04-06,7,2176,0,26
New Zealand,NZ,2021-04-07,24,2200,0,26
New Zealand,NZ,2021-04-08,6,2206,0,26
New Zealand,NZ,2021-04-09,10,2216,0,26
New Zealand,NZ,2021-04-10,3,2219,0,26
New Zealand,NZ,2021-04-11,9,2228,0,26
New Zealand,NZ,2021-04-12,4,2232,0,26
New Zealand,NZ,2021-04-13,2,2234,0,26
New Zealand,NZ,2021-04-14,0,2234,0,26
New Zealand,NZ,2021-04-15,1,2235,0,26
New Zealand,NZ,2021-04-16,0,2235,0,26
New Zealand,NZ,2021-04-17,4,2239,0,26
New Zealand,NZ,2021-04-18,2,2241,0,26
New Zealand,NZ,2021-04-19,1,2242,0,26
New Zealand,NZ,2021-04-20,0,2242,0,26
New Zealand,NZ,2021-04-21,3,2245,0,26
New Zealand,NZ,2021-04-22,0,2245,0,26
New Zealand,NZ,2021-04-23,1,2246,0,26
New Zealand,NZ,2021-04-24,0,2246,0,26
New Zealand,NZ,2021-04-25,0,2246,0,26
New Zealand,NZ,2021-04-26,7,2253,0,26
New Zealand,NZ,2021-04-27,2,2255,0,26
New Zealand,NZ,2021-04-28,3,2258,0,26
New Zealand,NZ,2021-04-29,0,2258,0,26
New Zealand,NZ,2021-04-30,0,2258,0,26
New Zealand,NZ,2021-05-01,4,2262,0,26
New Zealand,NZ,2021-05-02,5,2267,0,26
New Zealand,NZ,2021-05-03,1,2268,0,26
New Zealand,NZ,2021-05-04,6,2274,0,26
New Zealand,NZ,2021-05-05,4,2278,0,26
New Zealand,NZ,2021-05-06,1,2279,0,26
New Zealand,NZ,2021-05-07,6,2285,0,26
New Zealand,NZ,2021-05-08,2,2287,0,26
New Zealand,NZ,2021-05-09,0,2287,0,26
New Zealand,NZ,2021-05-10,0,2287,0,26
New Zealand,NZ,2021-05-11,1,2288,0,26
New Zealand,NZ,2021-05-12,1,2289,0,26
New Zealand,NZ,2021-05-13,1,2290,0,26
New Zealand,NZ,2021-05-14,0,2290,0,26
New Zealand,NZ,2021-05-15,1,2291,0,26
New Zealand,NZ,2021-05-16,5,2296,0,26
New Zealand,NZ,2021-05-17,1,2297,0,26
New Zealand,NZ,2021-05-18,6,2303,0,26
New Zealand,NZ,2021-05-19,1,2304,0,26
New Zealand,NZ,2021-05-20,3,2307,0,26
New Zealand,NZ,2021-05-21,0,2307,0,26
New Zealand,NZ,2021-05-22,1,2308,0,26
New Zealand,NZ,2021-05-23,4,2312,0,26
New Zealand,NZ,2021-05-24,2,2314,0,26
New Zealand,NZ,2021-05-25,0,2314,0,26
New Zealand,NZ,2021-05-26,1,2315,0,26
New Zealand,NZ,2021-05-27,0,2315,0,26
New Zealand,NZ,2021-05-28,0,2315,0,26
New Zealand,NZ,2021-05-29,2,2317,0,26
New Zealand,NZ,2021-05-30,1,2318,0,26
New Zealand,NZ,2021-05-31,0,2318,0,26
New Zealand,NZ,2021-06-01,6,2324,0,26
New Zealand,NZ,2021-06-02,2,2326,0,26
New Zealand,NZ,2021-06-03,0,2326,0,26
New Zealand,NZ,2021-06-04,0,2326,0,26
New Zealand,NZ,2021-06-05,1,2327,0,26
New Zealand,NZ,2021-06-06,0,2327,0,26
New Zealand,NZ,2021-06-07,10,2337,0,26
New Zealand,NZ,2021-06-08,4,2341,0,26
New Zealand,NZ,2021-06-09,1,2342,0,26
New Zealand,NZ,2021-06-10,5,2347,0,26
New Zealand,NZ,2021-06-11,0,2347,0,26
New Zealand,NZ,2021-06-12,6,2353,0,26
New Zealand,NZ,2021-06-13,0,2353,0,26
New Zealand,NZ,2021-06-14,1,2354,0,26
New Zealand,NZ,2021-06-15,2,2356,0,26
New Zealand,NZ,2021-06-16,2,2358,0,26
New Zealand,NZ,2021-06-17,1,2359,0,26
New Zealand,NZ,2021-06-18,0,2359,0,26
New Zealand,NZ,2021-06-19,3,2362,0,26
New Zealand,NZ,2021-06-20,2,2364,0,26
New Zealand,NZ,2021-06-21,0,2364,0,26
New Zealand,NZ,2021-06-22,4,2368,0,26
New Zealand,NZ,2021-06-23,0,2368,0,26
New Zealand,NZ,2021-06-24,2,2370,0,26
New Zealand,NZ,2021-06-25,2,2372,0,26
